# Constructed from biom file
#OTU ID	CAKB1	CAKB2	CAKB3	CAKB4	CAKB5	CAKB6	CADZ1	CADZ2	CADZ3	CADZ4	CADZ5	CADZ6	CAA31	CAA35	CAB21	CAB22	CAB23	CAB31	CAB32	CAC31	CAC32	CAC33	CAC34	CAC36	CAKB7	CAKB8	CAKB9	CAKB10	CAKB11	CAKB12	CADZ7	CADZ8	CADZ9	CADZ10	CADZ11	CADZ12	CAIF1	CAIF2	CAIF3	CAIF5	CAIF6
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus Abawacabacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	18.0	16.0	13.0	5.0	17.0	3.0	31.0	14.0	57.0	22.0	24.0	34.0	24.0	0.0	3.0	0.0	25.0	0.0	0.0	19.0	19.0	1.0	66.0	3.0	5.0	143.0	31.0	13.0	30.0	40.0	20.0	12.0	42.0	31.0	46.0	0.0	32.0	9.0	223.0	38.0	27.0
d__Bacteria;p__Patescibacteria;c__WWE3;o__norank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Gemmatales	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	1.0	0.0	0.0	3.0	0.0	4.0	0.0	1.0	158.0	1.0	2.0	1.0	0.0	0.0	1.0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Isosphaerales	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	4.0	0.0	1.0	0.0	1.0	3.0	0.0	55.0	0.0	15.0	6.0	3.0	1.0	2.0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	60.0	0.0	8.0	3.0	1.0	0.0	0.0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetes;c__vadinHA49;o__norank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales	12.0	87.0	63.0	140.0	59.0	8.0	0.0	9.0	0.0	2.0	62.0	0.0	44.0	414.0	265.0	74.0	0.0	2.0	2.0	5.0	0.0	5.0	401.0	18.0	15.0	332.0	94.0	17.0	47.0	79.0	218.0	31.0	198.0	208.0	435.0	2.0	164.0	174.0	332.0	104.0	75.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	414.0	467.0	203.0	186.0	678.0	95.0	1708.0	1534.0	970.0	993.0	157.0	547.0	82.0	22.0	46.0	1.0	100.0	14.0	2.0	3.0	78.0	3.0	176.0	28.0	167.0	63.0	2.0	377.0	625.0	1.0	185.0	85.0	14.0	16.0	135.0	2043.0	15.0	131.0	8.0	6.0	29.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.0	0.0	4.0	159.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales	50.0	33.0	93.0	23.0	21.0	8.0	52.0	6.0	6.0	13.0	6.0	15.0	23.0	15.0	14.0	3.0	8.0	0.0	3.0	6.0	2.0	0.0	60.0	3.0	7.0	73.0	34.0	31.0	64.0	29.0	410.0	17.0	92.0	10.0	179.0	29.0	272.0	101.0	27.0	103.0	58.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	7049.0	2974.0	11093.0	1879.0	1520.0	353.0	4431.0	1515.0	1418.0	3223.0	1861.0	2333.0	2249.0	497.0	806.0	106.0	1379.0	89.0	98.0	267.0	486.0	40.0	7089.0	177.0	1183.0	4622.0	197.0	2875.0	5959.0	191.0	619.0	288.0	566.0	365.0	1651.0	1181.0	471.0	1172.0	315.0	704.0	441.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	50.0	334.0	641.0	1091.0	273.0	36.0	5.0	164.0	1.0	2.0	174.0	10.0	147.0	247.0	3983.0	140.0	8.0	7.0	2.0	18.0	2.0	21.0	4501.0	174.0	23.0	1021.0	140.0	74.0	52.0	77.0	126.0	25.0	83.0	148.0	341.0	0.0	273.0	150.0	298.0	290.0	94.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodovibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	5.0	21.0	4.0	5.0	0.0	0.0	22.0	0.0	21.0	0.0	6.0	0.0	1.0	0.0	3.0	0.0	7.0	1.0	0.0	2.0	15.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	11.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	4.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales	10.0	6.0	9.0	0.0	9.0	1.0	4.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	3528.0	574.0	2850.0	2045.0	2996.0	725.0	2356.0	1135.0	1813.0	1365.0	128.0	649.0	378.0	472.0	240.0	16.0	122.0	7.0	14.0	87.0	112.0	18.0	1131.0	90.0	394.0	1355.0	76.0	2175.0	3049.0	88.0	355.0	61.0	2016.0	270.0	6222.0	5404.0	200.0	718.0	157.0	239.0	217.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales	4.0	3.0	19.0	62.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	15.0	7.0	0.0	0.0	10.0	5.0	1.0	7.0	3.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured	3.0	7.0	10.0	12.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	3.0	13.0	0.0	0.0	1.0	0.0	0.0	3.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	0.0	0.0	32.0	127.0	9.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	15.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	86.0	11.0	1.0	216.0	46.0	3.0	7.0	33.0	84.0	0.0	21.0	6.0	20.0	0.0	168.0	68.0	167.0	173.0	47.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales	3.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	38.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales	3.0	7.0	1.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	1.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	3.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	23.0	57.0	10.0	0.0	4.0	3.0	7.0	44.0	20.0	24.0	22.0	2.0	4.0	43.0	0.0	0.0	47.0	1.0	8.0	11.0	29.0	1.0	0.0	1.0	2.0	2.0	0.0	5.0	0.0	0.0	5.0	10.0	6.0	1.0	26.0	7.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	9.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MBNT15	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	1.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales	0.0	0.0	2.0	7.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	9.0	3.0	1.0	14.0	20.0	0.0	17.0	3.0	1.0	0.0	21.0	2.0	1.0	9.0	5.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__SAR324 clade(Marine group B)	0.0	6.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	823.0	145.0	665.0	1659.0	212.0	3920.0	593.0	1646.0	1299.0	402.0	9646.0	12060.0	3487.0	2682.0	817.0	3437.0	1385.0	390.0	2818.0	8623.0	1981.0	5279.0	267.0	5529.0	471.0	85.0	2215.0	57.0	256.0	2794.0	1320.0	5907.0	352.0	2062.0	560.0	67.0	1667.0	3997.0	1061.0	1176.0	2867.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	17.0	12.0	20.0	45.0	7.0	443.0	10.0	25.0	6.0	18.0	399.0	726.0	34.0	80.0	4.0	26.0	13.0	2.0	43.0	209.0	1.0	208.0	21.0	199.0	32.0	19.0	167.0	4.0	9.0	127.0	171.0	43.0	30.0	78.0	1.0	0.0	561.0	490.0	509.0	237.0	790.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	468.0	334.0	977.0	3533.0	273.0	465.0	739.0	1040.0	347.0	465.0	424.0	400.0	886.0	494.0	3473.0	4396.0	349.0	14.0	133.0	617.0	100.0	109.0	464.0	526.0	305.0	374.0	2027.0	232.0	733.0	1613.0	7599.0	459.0	1830.0	2694.0	335.0	600.0	4132.0	4373.0	3944.0	5156.0	3146.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	1.0	2.0	2.0	6.0	0.0	5.0	0.0	11.0	0.0	0.0	6.0	1.0	2.0	11.0	0.0	0.0	16.0	2.0	0.0	3.0	6.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	1.0	0.0	117.0	615.0	34.0	20.0	1.0	3.0	0.0	0.0	3.0	0.0	1.0	59.0	3.0	9.0	0.0	3.0	140.0	11.0	6.0	5.0	75.0	985.0	39.0	17.0	156.0	8.0	0.0	71.0	1148.0	209.0	335.0	423.0	237.0	21.0	1503.0	519.0	673.0	770.0	950.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales	0.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	11.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	2.0	2.0	4.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales	3.0	40.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	23.0	1626.0	122.0	426.0	61.0	59.0	222.0	196.0	268.0	136.0	89.0	258.0	112.0	336.0	375.0	84.0	37.0	4.0	12.0	22.0	371.0	32.0	194.0	49.0	166.0	3707.0	1471.0	40.0	167.0	1534.0	335.0	654.0	195.0	489.0	1038.0	4.0	17.0	12.0	12.0	25.0	9.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis	0.0	0.0	5.0	16.0	0.0	0.0	6.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	15.0	4.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.0	27.0	0.0	0.0	12.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.0	1.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	5.0	0.0	6.0	1.0	0.0	4.0	3.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	14.0	16.0	12.0	6.0	2.0	4.0	15.0	26.0	0.0	17.0	2.0	4.0	5.0	1.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	5.0	3.0	1299.0	4.0	337.0	15.0	90.0	377.0	455.0	7.0	61.0	27.0	109.0	8872.0	105.0	3522.0	18.0	131.0	155.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	29.0	0.0	2.0	10.0	0.0	153.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	614.0	12.0	13.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	230.0	1244.0	240.0	382.0	1235.0	39.0	1607.0	871.0	570.0	569.0	542.0	335.0	178.0	103.0	71.0	79.0	79.0	11.0	21.0	20.0	657.0	20.0	102.0	96.0	19193.0	428.0	18.0	17906.0	1386.0	15.0	462.0	90.0	550.0	77.0	1119.0	1852.0	212.0	413.0	168.0	248.0	104.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24	0.0	0.0	0.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	24.0	37.0	9.0	12.0	6.0	2565.0	0.0	3.0	0.0	343.0	64.0	45.0	6.0	565.0	1.0	3.0	3.0	165.0	1218.0	323.0	26.0	1096.0	3.0	482.0	1.0	2.0	3.0	3.0	2.0	8.0	0.0	1021.0	0.0	6.0	5.0	0.0	1.0	18.0	0.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WD260	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	1626.0	1719.0	1002.0	3241.0	12287.0	229.0	3170.0	2611.0	4799.0	5797.0	208.0	1073.0	188.0	690.0	481.0	45.0	1466.0	56.0	3.0	11.0	3603.0	255.0	3053.0	246.0	3306.0	4465.0	24.0	1241.0	6466.0	21.0	293.0	499.0	150.0	269.0	4006.0	6547.0	130.0	751.0	46.0	58.0	171.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	240.0	7.0	0.0	5.0	20.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0
d__Bacteria;p__Spirochaetes;c__Leptospirae;o__Leptospirales	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brevinematales	8.0	0.0	0.0	0.0	6.0	71.0	4.0	898.0	50.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	49.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	405.0	50.0	92.0	28.0	68.0	83.0	348.0	469.0	545.0	293.0	166.0	135.0	77.0	4.0	8.0	0.0	866.0	6.0	0.0	165.0	470.0	4.0	6.0	2.0	39.0	9.0	0.0	35.0	141.0	0.0	136.0	195.0	582.0	10.0	145.0	56.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	3.0	7.0	2.0	0.0	0.0	3.0	23.0	36.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	21.0	0.0	0.0	1.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	51.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
