id	group1
g1395	Virome
g1396	Virome
g1397	Virome
g1398	Virome
g1399	Virome
g1400	Virome
g1401	Virome
g1402	Virome
g1403	Virome
g1404	Virome
g1405	Virome
g1406	Virome
g1407	Virome
g1408	Virome
g1409	Virome
g1410	Virome
g1411	Virome
g1412	Virome
g1413	Virome
g1414	Virome
g1415	Virome
g1416	Virome
g1417	Virome
g1418	Virome
g1419	Virome
g1420	Virome
g1421	Virome
g1422	Virome
g1423	Virome
g1424	Virome
g1425	Virome
g1426	Virome
g1427	Virome
g1428	Virome
g1429	Virome
g1430	Virome
g1431	Virome
g1432	Virome
g1433	Virome
g1434	Virome
g1435	Virome
g1436	Virome
g1437	Virome
g1438	Virome
g1439	Virome
g1440	Virome
g1441	Virome
g1442	Virome
g1443	Virome
g1444	Virome
g1445	Virome
g1446	Virome
g1447	Virome
g1448	Virome
g1449	Virome
g1450	Virome
g1451	Virome
g1452	Virome
g1453	Virome
g1454	Virome
g1455	Virome
g1456	Virome
g1457	Virome
g1458	Virome
g1459	Virome
g1460	Virome
g1461	Virome
g1462	Virome
g1463	Virome
g1464	Virome
g1465	Virome
g1466	Virome
g1467	Virome
g1468	Virome
g1469	Virome
g1470	Virome
g1471	Virome
g1472	Virome
g1473	Virome
g1474	Virome
g1475	Virome
g1476	Virome
g1477	Virome
g1478	Virome
g1479	Virome
g1480	Virome
g1481	Virome
g1482	Virome
g1483	Virome
g1484	Virome
g1485	Virome
g1486	Virome
g1487	Virome
g1488	Virome
g1489	Virome
g1490	Virome
g1491	Virome
g1492	Virome
g1493	Virome
g1494	Virome
g1495	Virome
g1496	Virome
g1497	Virome
g1498	Virome
g1499	Virome
g1500	Virome
g1501	Virome
g1502	Virome
g1503	Virome
g1504	Virome
g1505	Virome
g1506	Virome
g1507	Virome
g1508	Virome
g1509	Virome
g1510	Virome
g1511	Virome
g1512	Virome
g1513	Virome
g1514	Virome
g1515	Virome
g1516	Virome
g1517	Virome
g1518	Virome
g1519	Virome
g1520	Virome
g1521	Virome
g1522	Virome
g1523	Virome
g1524	Virome
g1525	Virome
g1526	Virome
g1527	Virome
g1528	Virome
g1529	Virome
g1530	Virome
g1531	Virome
g1532	Virome
g1533	Virome
g1534	Virome
g1535	Virome
g1536	Virome
g1537	Virome
g1538	Virome
g1539	Virome
g1540	Virome
g1541	Virome
g1542	Virome
g1543	Virome
g1544	Virome
g1545	Virome
g1546	Virome
g1547	Virome
g1548	Virome
g1549	Virome
g1550	Virome
g1551	Virome
g1552	Virome
g1553	Virome
g1554	Virome
g1555	Virome
g1556	Virome
g1557	Virome
g1558	Virome
g1559	Virome
g1560	Virome
g1561	Virome
g1562	Virome
g1563	Virome
g1564	Virome
g1565	Virome
g1566	Virome
g1567	Virome
g1568	Virome
g1569	Virome
g1570	Virome
g1571	Virome
g1572	Virome
g1573	Virome
g1574	Virome
g1575	Virome
g1576	Virome
g1577	Virome
g1578	Virome
g1579	Virome
g1580	Virome
g1581	Virome
g1582	Virome
g1583	Virome
g1584	Virome
g1585	Virome
g1586	Virome
g1587	Virome
g1588	Virome
g1589	Virome
g1590	Virome
g1591	Virome
g1592	Virome
g1593	Virome
g1594	Virome
g1595	Virome
g1596	Virome
g1597	Virome
g1598	Virome
g1599	Virome
g1600	Virome
g1601	Virome
g1602	Virome
g1603	Virome
g1604	Virome
g1605	Virome
g1606	Virome
g1607	Virome
g1608	Virome
g1609	Virome
g1610	Virome
g1611	Virome
g1612	Virome
g1613	Virome
g1614	Virome
g1615	Virome
g1616	Virome
g1617	Virome
g1618	Virome
g1619	Virome
g1620	Virome
g1621	Virome
g1622	Virome
g1623	Virome
g1624	Virome
g1625	Virome
g1626	Virome
g1627	Virome
g1628	Virome
g1629	Virome
g1630	Virome
g1631	Virome
g1632	Virome
g1633	Virome
g1634	Virome
g1635	Virome
g1636	Virome
g1637	Virome
g1638	Virome
g1639	Virome
g1640	Virome
g1641	Virome
g1642	Virome
g1643	Virome
g1644	Virome
g1645	Virome
g1646	Virome
g1647	Virome
g1648	Virome
g1649	Virome
g1650	Virome
g1651	Virome
g1652	Virome
g1653	Virome
g1654	Virome
g1655	Virome
g1656	Virome
g1657	Virome
g1658	Virome
g1659	Virome
g1660	Virome
g1661	Virome
g1662	Virome
g1663	Virome
g1664	Virome
g1665	Virome
g1666	Virome
g1667	Virome
g1668	Virome
g1669	Virome
g1670	Virome
g1671	Virome
g1672	Virome
g1673	Virome
g1674	Virome
g1675	Virome
g1676	Virome
g1677	Virome
g1678	Virome
g1679	Virome
g1680	Virome
g1681	Virome
g1682	Virome
g1683	Virome
g1684	Virome
g1685	Virome
g1686	Virome
g1687	Virome
g1688	Virome
g1689	Virome
g1690	Virome
g1691	Virome
g1692	Virome
g1693	Virome
g1694	Virome
g1695	Virome
g1696	Virome
g1697	Virome
g1698	Virome
g1699	Virome
g1700	Virome
g1701	Virome
g1702	Virome
g1703	Virome
g1704	Virome
g1705	Virome
g1706	Virome
g1707	Virome
g1708	Virome
g1709	Virome
g1710	Virome
g1711	Virome
g1712	Virome
g1713	Virome
g1714	Virome
g1715	Virome
g1716	Virome
g1717	Virome
g1718	Virome
g1719	Virome
g1720	Virome
g1721	Virome
g1722	Virome
g1723	Virome
g1724	Virome
g1725	Virome
g1726	Virome
g1727	Virome
g1728	Virome
g1729	Virome
g1730	Virome
g1731	Virome
g1732	Virome
g1733	Virome
g1734	Virome
g1735	Virome
g1736	Virome
g1737	Virome
g1738	Virome
g1739	Virome
g1740	Virome
g1741	Virome
g1742	Virome
g1743	Virome
g1744	Virome
g1745	Virome
g1746	Virome
g1747	Virome
g1748	Virome
g1749	Virome
g1750	Virome
g1751	Virome
g1752	Virome
g1753	Virome
g1754	Virome
g1755	Virome
g1756	Virome
g1757	Virome
g1758	Virome
g1759	Virome
g1760	Virome
g1761	Virome
g1762	Virome
g1763	Virome
g1764	Virome
g1765	Virome
g1766	Virome
g1767	Virome
g1768	Virome
g1769	Virome
g1770	Virome
g1771	Virome
g1772	Virome
g1773	Virome
g1774	Virome
g1775	Virome
g1776	Virome
g1777	Virome
g1778	Virome
g1779	Virome
g1780	Virome
g1781	Virome
g1782	Virome
g1783	Virome
g1784	Virome
g1785	Virome
g1786	Virome
g1787	Virome
g1788	Virome
g1789	Virome
g1790	Virome
g1791	Virome
g1792	Virome
g1793	Virome
g1794	Virome
g1795	Virome
g1796	Virome
g1797	Virome
g1798	Virome
g1799	Virome
g1800	Virome
g1801	Virome
g1802	Virome
g1803	Virome
g1804	Virome
g1805	Virome
g1806	Virome
g1807	Virome
g1808	Virome
g1809	Virome
g1810	Virome
g1811	Virome
g1812	Virome
g1813	Virome
g1814	Virome
g1815	Virome
g1816	Virome
g1817	Virome
g1818	Virome
g1819	Virome
g1820	Virome
g1821	Virome
g1822	Virome
g1823	Virome
g1824	Virome
g1825	Virome
g1826	Virome
g1827	Virome
g1828	Virome
g1829	Virome
g1830	Virome
g1831	Virome
g1832	Virome
g1833	Virome
g1834	Virome
g1835	Virome
g1836	Virome
g1837	Virome
g1838	Virome
g1839	Virome
g1840	Virome
g1841	Virome
g1842	Virome
g1843	Virome
g1844	Virome
g1845	Virome
g1846	Virome
g1847	Virome
g1848	Virome
g1849	Virome
g1850	Virome
g1851	Virome
g1852	Virome
g1853	Virome
g1854	Virome
g1855	Virome
g1856	Virome
g1857	Virome
g1858	Virome
g1859	Virome
g1860	Virome
g1861	Virome
g1862	Virome
g1863	Virome
g1864	Virome
g1865	Virome
g1866	Virome
g1867	Virome
g1868	Virome
g1869	Virome
g1870	Virome
g1871	Virome
g1872	Virome
g1873	Virome
g1874	Virome
g1875	Virome
g1876	Virome
g1877	Virome
g1878	Virome
g1879	Virome
g1880	Virome
g1881	Virome
g1882	Virome
g1883	Virome
g1884	Virome
g1885	Virome
g1886	Virome
g1887	Virome
g1888	Virome
g1889	Virome
g1890	Virome
g1891	Virome
g1892	Virome
g1893	Virome
g1894	Virome
g1895	Virome
g1896	Virome
g1897	Virome
g1898	Virome
g1899	Virome
g1900	Virome
g1901	Virome
g1902	Virome
g1903	Virome
g1904	Virome
g1905	Virome
g1906	Virome
g1907	Virome
g1908	Virome
g1909	Virome
g1910	Virome
g1911	Virome
g1912	Virome
g1913	Virome
g1914	Virome
g1915	Virome
g1916	Virome
g1917	Virome
g1918	Virome
g1919	Virome
g1920	Virome
g1921	Virome
g1922	Virome
g1923	Virome
g1924	Virome
g1925	Virome
g1926	Virome
g1927	Virome
g1928	Virome
g1929	Virome
g1930	Virome
g1931	Virome
g1932	Virome
g1933	Virome
g1934	Virome
g1935	Virome
g1936	Virome
g1937	Virome
g1938	Virome
g1939	Virome
g1940	Virome
g1941	Virome
g1942	Virome
g1943	Virome
g1944	Virome
g1945	Virome
g1946	Virome
g1947	Virome
g1948	Virome
g1949	Virome
g1950	Virome
g1951	Virome
g1952	Virome
g1953	Virome
g1954	Virome
g1955	Virome
g1956	Virome
g1957	Virome
g1958	Virome
g1959	Virome
g1960	Virome
g1961	Virome
g1962	Virome
g1963	Virome
g1964	Virome
g1965	Virome
g1966	Virome
g1967	Virome
g1968	Virome
g1969	Virome
g1970	Virome
g1971	Virome
g1972	Virome
g1973	Virome
g1974	Virome
g1975	Virome
g1976	Virome
g1977	Virome
g1978	Virome
g1979	Virome
g1980	Virome
g1981	Virome
g1982	Virome
g1983	Virome
g1984	Virome
g1985	Virome
g1986	Virome
g1987	Virome
g1988	Virome
g1989	Virome
g1990	Virome
g1991	Virome
g1992	Virome
g1993	Virome
g1994	Virome
g1995	Virome
g1996	Virome
g1997	Virome
g1998	Virome
g1999	Virome
g2000	Virome
g2001	Virome
g2002	Virome
g2003	Virome
g2004	Virome
g2005	Virome
g2006	Virome
g2007	Virome
g2008	Virome
g2009	Virome
g2010	Virome
g2011	Virome
g2012	Virome
g2013	Virome
g2014	Virome
g2015	Virome
g2016	Virome
g2017	Virome
g2018	Virome
g2019	Virome
g2020	Virome
g2021	Virome
g2022	Virome
g2023	Virome
g2024	Virome
g2025	Virome
g2026	Virome
g2027	Virome
g2028	Virome
g2029	Virome
g2030	Virome
g2031	Virome
g2032	Virome
g2033	Virome
g2034	Virome
g2035	Virome
g2036	Virome
g2037	Virome
g2038	Virome
g2039	Virome
g2040	Virome
g2041	Virome
g2042	Virome
g2043	Virome
g2044	Virome
g2045	Virome
g2046	Virome
g2047	Virome
g2048	Virome
g2049	Virome
g2050	Virome
g2051	Virome
g2052	Virome
g2053	Virome
g2054	Virome
g2055	Virome
g2056	Virome
g2057	Virome
g2058	Virome
g2059	Virome
g2060	Virome
g2061	Virome
g2062	Virome
g2063	Virome
g2064	Virome
g2065	Virome
g2066	Virome
g2067	Virome
g2068	Virome
g2069	Virome
g2070	Virome
g2071	Virome
g2072	Virome
g2073	Virome
g2074	Virome
g2075	Virome
g2076	Virome
g2077	Virome
g2078	Virome
g2079	Virome
g2080	Virome
g2081	Virome
g2082	Virome
g2083	Virome
g2084	Virome
g2085	Virome
g2086	Virome
g2087	Virome
g2088	Virome
g2089	Virome
g2090	Virome
g2091	Virome
g2092	Virome
g2093	Virome
g2094	Virome
g2095	Virome
g2096	Virome
g2097	Virome
g2098	Virome
g2099	Virome
g2100	Virome
g2101	Virome
g2102	Virome
g2103	Virome
g2104	Virome
g2105	Virome
g2106	Virome
g2107	Virome
g2108	Virome
g2109	Virome
g2110	Virome
g2111	Virome
g2112	Virome
g2113	Virome
g2114	Virome
g2115	Virome
g2116	Virome
g2117	Virome
g2118	Virome
g2119	Virome
g2120	Virome
g2121	Virome
g2122	Virome
g2123	Virome
g2124	Virome
g2125	Virome
g2126	Virome
g2127	Virome
g2128	Virome
g2129	Virome
g2130	Virome
g2131	Virome
g2132	Virome
g2133	Virome
g2134	Virome
g2135	Virome
g2136	Virome
g2137	Virome
g2138	Virome
g2139	Virome
g2140	Virome
g2141	Virome
g2142	Virome
g2143	Virome
g2144	Virome
g2145	Virome
g2146	Virome
g2147	Virome
g2148	Virome
g2149	Virome
g2150	Virome
g2151	Virome
g2152	Virome
g2153	Virome
g2154	Virome
g2155	Virome
g2156	Virome
g2157	Virome
g2158	Virome
g2159	Virome
g2160	Virome
g2161	Virome
g2162	Virome
g2163	Virome
g2164	Virome
g2165	Virome
g2166	Virome
g2167	Virome
g2168	Virome
g2169	Virome
g2170	Virome
g2171	Virome
g2172	Virome
g2173	Virome
g2174	Virome
g2175	Virome
g2176	Virome
g2177	Virome
g2178	Virome
g2179	Virome
g2180	Virome
g2181	Virome
g2182	Virome
g2183	Virome
g2184	Virome
g2185	Virome
g2186	Virome
g2187	Virome
g2188	Virome
g2189	Virome
g2190	Virome
g2191	Virome
g2192	Virome
g2193	Virome
g2194	Virome
g2195	Virome
g2196	Virome
g2197	Virome
g2198	Virome
g2199	Virome
g2200	Virome
g2201	Virome
g2202	Virome
g2203	Virome
g2204	Virome
g2205	Virome
g2206	Virome
g2207	Virome
g2208	Virome
g2209	Virome
g2210	Virome
g2211	Virome
g2212	Virome
g2213	Virome
g2214	Virome
g2215	Virome
g2216	Virome
g2217	Virome
g2218	Virome
g2219	Virome
g2220	Virome
g2221	Virome
g2222	Virome
g2223	Virome
g2224	Virome
g2225	Virome
g2226	Virome
g2227	Virome
g2228	Virome
g2229	Virome
g2230	Virome
g2231	Virome
g2232	Virome
g2233	Virome
g2234	Virome
g2235	Virome
g2236	Virome
g2237	Virome
g2238	Virome
g2239	Virome
g2240	Virome
g2241	Virome
g2242	Virome
g2243	Virome
g2244	Virome
g2245	Virome
g2246	Virome
g2247	Virome
g2248	Virome
g2249	Virome
g2250	Virome
g2251	Virome
g2252	Virome
g2253	Virome
g2254	Virome
g2255	Virome
g2256	Virome
g2257	Virome
g2258	Virome
g2259	Virome
g2260	Virome
g2261	Virome
g2262	Virome
g2263	Virome
g2264	Virome
g2265	Virome
g2266	Virome
g2267	Virome
g2268	Virome
g2269	Virome
g2270	Virome
g2271	Virome
g2272	Virome
g2273	Virome
g2274	Virome
g2275	Virome
g2276	Virome
g2277	Virome
g2278	Virome
g2279	Virome
g2280	Virome
g2281	Virome
g2282	Virome
g2283	Virome
g2284	Virome
g2285	Virome
g2286	Virome
g2287	Virome
g2288	Virome
g2289	Virome
g2290	Virome
g2291	Virome
g2292	Virome
g2293	Virome
g2294	Virome
g2295	Virome
g2296	Virome
g2297	Virome
g2298	Virome
g2299	Virome
g2300	Virome
g2301	Virome
g2302	Virome
g2303	Virome
g2304	Virome
g2305	Virome
g2306	Virome
g2307	Virome
g2308	Virome
g2309	Virome
g2310	Virome
g2311	Virome
g2312	Virome
g2313	Virome
g2314	Virome
g2315	Virome
g2316	Virome
g2317	Virome
g2318	Virome
g2319	Virome
g2320	Virome
g2321	Virome
g2322	Virome
g2323	Virome
g2324	Virome
g2325	Virome
g2326	Virome
g2327	Virome
g2328	Virome
g2329	Virome
g2330	Virome
g2331	Virome
g2332	Virome
g2333	Virome
g2334	Virome
g2335	Virome
g2336	Virome
g2337	Virome
g2338	Virome
g2339	Virome
g2340	Virome
g2341	Virome
g2342	Virome
g2343	Virome
g2344	Virome
g2345	Virome
g2346	Virome
g2347	Virome
g2348	Virome
g2349	Virome
g2350	Virome
g2351	Virome
g2352	Virome
g2353	Virome
g2354	Virome
g2355	Virome
g2356	Virome
g2357	Virome
g2358	Virome
g2359	Virome
g2360	Virome
g2361	Virome
g2362	Virome
g2363	Virome
g2364	Virome
g2365	Virome
g2366	Virome
g2367	Virome
g2368	Virome
g2369	Virome
g2370	Virome
g2371	Virome
g2372	Virome
g2373	Virome
g2374	Virome
g2375	Virome
g2376	Virome
g2377	Virome
g2378	Virome
g2379	Virome
g2380	Virome
g2381	Virome
g2382	Virome
g2383	Virome
g2384	Virome
g2385	Virome
g2386	Virome
g2387	Virome
g2388	Virome
g2389	Virome
g2390	Virome
g2391	Virome
g2392	Virome
g2393	Virome
g2394	Virome
g2395	Virome
g2396	Virome
g2397	Virome
g2398	Virome
g2399	Virome
g2400	Virome
g2401	Virome
g2402	Virome
g2403	Virome
g2404	Virome
g2405	Virome
g2406	Virome
g2407	Virome
g2408	Virome
g2409	Virome
g2410	Virome
g2411	Virome
g2412	Virome
g2413	Virome
g2414	Virome
g2415	Virome
g2416	Virome
g2417	Virome
g2418	Virome
g2419	Virome
g2420	Virome
g2421	Virome
g2422	Virome
g2423	Virome
g2424	Virome
g2425	Virome
g2426	Virome
g2427	Virome
g2428	Virome
g2429	Virome
g2430	Virome
g2431	Virome
g2432	Virome
g2433	Virome
g2434	Virome
g2435	Virome
g2436	Virome
g2437	Virome
g2438	Virome
g2439	Virome
g2440	Virome
g2441	Virome
g2442	Virome
g2443	Virome
g2444	Virome
g2445	Virome
g2446	Virome
g2447	Virome
g2448	Virome
g2449	Virome
g2450	Virome
g2451	Virome
g2452	Virome
g2453	Virome
g2454	Virome
g2455	Virome
g2456	Virome
g2457	Virome
g2458	Virome
g2459	Virome
g2460	Virome
g2461	Virome
g2462	Virome
g2463	Virome
g2464	Virome
g2465	Virome
g2466	Virome
g2467	Virome
g2468	Virome
g2469	Virome
g2470	Virome
g2471	Virome
g2472	Virome
g2473	Virome
g2474	Virome
g2475	Virome
g2476	Virome
g2477	Virome
g2478	Virome
g2479	Virome
g2480	Virome
g2481	Virome
g2482	Virome
g2483	Virome
g2484	Virome
g2485	Virome
g2486	Virome
g2487	Virome
g2488	Virome
g2489	Virome
g2490	Virome
g2491	Virome
g2492	Virome
g2493	Virome
g2494	Virome
g2495	Virome
g2496	Virome
g2497	Virome
g2498	Virome
g2499	Virome
g2500	Virome
g2501	Virome
g2502	Virome
g2503	Virome
g2504	Virome
g2505	Virome
g2506	Virome
g2507	Virome
g2508	Virome
g2509	Virome
g2510	Virome
g2511	Virome
g2512	Virome
g2513	Virome
g2514	Virome
g2515	Virome
g2516	Virome
g2517	Virome
g2518	Virome
g2519	Virome
g2520	Virome
g2521	Virome
g2522	Virome
g2523	Virome
g2524	Virome
g2525	Virome
g2526	Virome
g2527	Virome
g2528	Virome
g2529	Virome
g2530	Virome
g2531	Virome
g2532	Virome
g2533	Virome
g2534	Virome
g2535	Virome
g2536	Virome
g2537	Virome
g2538	Virome
g2539	Virome
g2540	Virome
g2541	Virome
g2542	Virome
g2543	Virome
g2544	Virome
g2545	Virome
g2546	Virome
g2547	Virome
g2548	Virome
g2549	Virome
g2550	Virome
g2551	Virome
g2552	Virome
g2553	Virome
g2554	Virome
g2555	Virome
g2556	Virome
g2557	Virome
g2558	Virome
g2559	Virome
g2560	Virome
g2561	Virome
g2562	Virome
g2563	Virome
g2564	Virome
g2565	Virome
g2566	Virome
g2567	Virome
g2568	Virome
g2569	Virome
g2570	Virome
g2571	Virome
g2572	Virome
g2573	Virome
g2574	Virome
g2575	Virome
g2576	Virome
g2577	Virome
g2578	Virome
g2579	Virome
g2580	Virome
g2581	Virome
g2582	Virome
g2583	Virome
g2584	Virome
g2585	Virome
g2586	Virome
g2587	Virome
g2588	Virome
g2589	Virome
g2590	Virome
g2591	Virome
g2592	Virome
g2593	Virome
g2594	Virome
g2595	Virome
g2596	Virome
g2597	Virome
g2598	Virome
g2599	Virome
g2600	Virome
g2601	Virome
g2602	Virome
g2603	Virome
g2604	Virome
g2605	Virome

