Chr	start	end	number	type	color
chr4	13100000	13199999	2	rect	blue-red
chr4	13300000	13399999	2	rect	blue-red
chr4	13400000	13499999	1	rect	blue-red
chr4	13700000	13799999	1	rect	blue-red
chr4	14000000	14099999	1	rect	blue-red
chr4	14800000	14899999	2	rect	blue-red
chr4	15000000	15099999	1	rect	blue-red
chr4	15400000	15499999	1	rect	blue-red
chr4	15500000	15599999	2	rect	blue-red
chr4	15600000	15699999	2	rect	blue-red
chr4	16000000	16099999	1	rect	blue-red
chr4	16300000	16399999	1	rect	blue-red
chr4	16500000	16599999	1	rect	blue-red
chr4	16700000	16799999	1	rect	blue-red
chr4	16800000	16899999	3	rect	blue-red
chr4	16900000	16999999	1	rect	blue-red
chr4	17000000	17099999	1	rect	blue-red
chr4	17100000	17199999	1	rect	blue-red
chr4	17400000	17499999	2	rect	blue-red
chr4	17500000	17599999	1	rect	blue-red
chr4	17600000	17699999	1	rect	blue-red
chr4	17700000	17799999	2	rect	blue-red
chr4	18400000	18499999	1	rect	blue-red
chr4	18500000	18599999	1	rect	blue-red
chr4	18700000	18799999	1	rect	blue-red
chr4	19400000	19499999	1	rect	blue-red
chr4	19500000	19599999	1	rect	blue-red
chr4	19600000	19699999	2	rect	blue-red
chr4	19900000	19999999	1	rect	blue-red
chr4	20000000	20099999	2	rect	blue-red
chr4	20200000	20299999	3	rect	blue-red
chr4	20300000	20399999	2	rect	blue-red
chr4	20800000	20899999	2	rect	blue-red
chr4	21200000	21299999	1	rect	blue-red
chr4	21300000	21399999	2	rect	blue-red
chr4	21500000	21599999	1	rect	blue-red
chr4	21600000	21699999	1	rect	blue-red
chr4	22700000	22799999	1	rect	blue-red
chr4	22800000	22899999	2	rect	blue-red
chr4	23000000	23099999	1	rect	blue-red
chr4	23100000	23199999	1	rect	blue-red
chr4	23500000	23599999	3	rect	blue-red
chr4	23700000	23799999	1	rect	blue-red
chr4	24200000	24299999	1	rect	blue-red
chr4	24300000	24399999	1	rect	blue-red
chr4	24500000	24599999	1	rect	blue-red
chr4	24600000	24699999	1	rect	blue-red
chr4	24700000	24799999	1	rect	blue-red
chr4	24800000	24899999	1	rect	blue-red
chr4	24900000	24999999	1	rect	blue-red
chr4	25000000	25099999	1	rect	blue-red
chr4	25300000	25399999	1	rect	blue-red
chr4	25700000	25799999	1	rect	blue-red
chr4	25800000	25899999	1	rect	blue-red
chr4	26000000	26099999	1	rect	blue-red
chr4	26300000	26399999	1	rect	blue-red
chr4	26500000	26599999	1	rect	blue-red
chr4	26700000	26799999	2	rect	blue-red
chr4	26800000	26899999	1	rect	blue-red
chr4	27100000	27199999	2	rect	blue-red
chr4	27200000	27299999	1	rect	blue-red
chr4	27300000	27399999	1	rect	blue-red
chr4	27400000	27499999	1	rect	blue-red
chr4	27500000	27599999	1	rect	blue-red
chr4	27700000	27799999	1	rect	blue-red
chr4	27800000	27899999	3	rect	blue-red
chr4	28200000	28299999	1	rect	blue-red
chr4	28300000	28399999	1	rect	blue-red
chr4	28700000	28799999	1	rect	blue-red
chr4	28900000	28999999	1	rect	blue-red
chr4	29000000	29099999	1	rect	blue-red
chr4	29100000	29199999	1	rect	blue-red
chr5	100000	199999	1	rect	blue-red
chr5	200000	299999	1	rect	blue-red
chr5	300000	399999	2	rect	blue-red
chr5	400000	499999	1	rect	blue-red
chr5	500000	599999	1	rect	blue-red
chr5	900000	999999	1	rect	blue-red
chr5	1000000	1099999	1	rect	blue-red
chr5	1200000	1299999	2	rect	blue-red
chr5	1400000	1499999	3	rect	blue-red
chr5	1900000	1999999	1	rect	blue-red
chr5	2000000	2099999	1	rect	blue-red
chr5	2100000	2199999	1	rect	blue-red
chr5	2400000	2499999	4	rect	blue-red
chr5	2700000	2799999	2	rect	blue-red
chr5	2900000	2999999	1	rect	blue-red
chr5	3300000	3399999	1	rect	blue-red
chr5	3700000	3799999	1	rect	blue-red
chr5	4000000	4099999	1	rect	blue-red
chr5	4100000	4199999	1	rect	blue-red
chr5	4600000	4699999	2	rect	blue-red
chr5	4700000	4799999	1	rect	blue-red
chr5	4900000	4999999	1	rect	blue-red
chr5	5200000	5299999	1	rect	blue-red
chr5	5300000	5399999	1	rect	blue-red
chr5	5400000	5499999	2	rect	blue-red
chr5	6100000	6199999	2	rect	blue-red
chr5	6200000	6299999	1	rect	blue-red
chr5	6500000	6599999	1	rect	blue-red
chr5	6600000	6699999	3	rect	blue-red
chr5	6800000	6899999	1	rect	blue-red
chr5	7100000	7199999	3	rect	blue-red
chr5	7400000	7499999	1	rect	blue-red
chr5	7500000	7599999	1	rect	blue-red
chr5	7800000	7899999	2	rect	blue-red
chr5	7900000	7999999	2	rect	blue-red
chr5	8000000	8099999	1	rect	blue-red
chr5	8100000	8199999	1	rect	blue-red
chr5	8500000	8599999	2	rect	blue-red
chr5	8600000	8699999	1	rect	blue-red
chr5	8800000	8899999	2	rect	blue-red
chr5	8900000	8999999	3	rect	blue-red
chr5	9400000	9499999	1	rect	blue-red
chr5	9500000	9599999	1	rect	blue-red
chr5	9600000	9699999	1	rect	blue-red
chr5	9800000	9899999	1	rect	blue-red
chr5	9900000	9999999	2	rect	blue-red
chr5	10000000	10099999	2	rect	blue-red
chr5	10200000	10299999	1	rect	blue-red
chr5	10300000	10399999	2	rect	blue-red
chr5	10400000	10499999	1	rect	blue-red
chr5	10700000	10799999	1	rect	blue-red
chr5	10800000	10899999	1	rect	blue-red
chr5	11100000	11199999	3	rect	blue-red
chr5	11200000	11299999	1	rect	blue-red
chr5	11400000	11499999	1	rect	blue-red
chr5	11600000	11699999	1	rect	blue-red
chr5	11700000	11799999	1	rect	blue-red
chr5	11900000	11999999	1	rect	blue-red
chr5	12000000	12099999	2	rect	blue-red
chr5	12100000	12199999	1	rect	blue-red
chr5	12300000	12399999	1	rect	blue-red
chr5	12700000	12799999	1	rect	blue-red
chr5	13200000	13299999	3	rect	blue-red
chr5	13500000	13599999	2	rect	blue-red
chr5	13600000	13699999	1	rect	blue-red
chr5	13900000	13999999	1	rect	blue-red
chr5	14100000	14199999	1	rect	blue-red
chr5	14200000	14299999	2	rect	blue-red
chr5	14300000	14399999	1	rect	blue-red
chr5	14400000	14499999	1	rect	blue-red
chr5	14500000	14599999	1	rect	blue-red
chr5	14900000	14999999	1	rect	blue-red
chr5	15200000	15299999	1	rect	blue-red
chr5	15300000	15399999	1	rect	blue-red
chr5	15400000	15499999	2	rect	blue-red
chr5	15800000	15899999	1	rect	blue-red
chr5	15900000	15999999	1	rect	blue-red
chr5	16000000	16099999	2	rect	blue-red
chr5	16300000	16399999	1	rect	blue-red
chr5	17200000	17299999	2	rect	blue-red
chr5	17300000	17399999	1	rect	blue-red
chr5	17600000	17699999	1	rect	blue-red
chr5	17700000	17799999	1	rect	blue-red
chr5	17800000	17899999	1	rect	blue-red
chr5	17900000	17999999	1	rect	blue-red
chr5	18000000	18099999	3	rect	blue-red
chr5	18100000	18199999	1	rect	blue-red
chr5	18200000	18299999	1	rect	blue-red
chr5	18300000	18399999	1	rect	blue-red
chr5	18800000	18899999	1	rect	blue-red
chr5	18900000	18999999	1	rect	blue-red
chr5	19000000	19099999	1	rect	blue-red
chr5	19100000	19199999	1	rect	blue-red
chr5	19400000	19499999	2	rect	blue-red
chr5	19500000	19599999	1	rect	blue-red
chr5	20400000	20499999	1	rect	blue-red
chr5	20600000	20699999	2	rect	blue-red
chr5	21400000	21499999	1	rect	blue-red
chr5	21500000	21599999	2	rect	blue-red
chr5	22000000	22099999	1	rect	blue-red
chr5	22900000	22999999	1	rect	blue-red
chr5	23300000	23399999	1	rect	blue-red
chr5	23600000	23699999	1	rect	blue-red
chr5	24100000	24199999	1	rect	blue-red
chr5	24700000	24799999	1	rect	blue-red
chr5	25000000	25099999	2	rect	blue-red
chr5	25200000	25299999	1	rect	blue-red
chr5	25400000	25499999	2	rect	blue-red
chr5	25500000	25599999	1	rect	blue-red
chr5	25600000	25699999	1	rect	blue-red
chr5	25700000	25799999	1	rect	blue-red
chr5	25900000	25999999	2	rect	blue-red
chr5	26000000	26099999	5	rect	blue-red
chr5	26100000	26199999	3	rect	blue-red
chr5	26600000	26699999	2	rect	blue-red
chr5	26700000	26799999	1	rect	blue-red
chr5	26900000	26999999	2	rect	blue-red
chr5	27000000	27099999	1	rect	blue-red
chr5	27100000	27199999	2	rect	blue-red
chr5	27400000	27499999	1	rect	blue-red
chr5	27500000	27599999	2	rect	blue-red
chr5	27700000	27799999	1	rect	blue-red
chr5	27800000	27899999	1	rect	blue-red
chr5	28000000	28099999	1	rect	blue-red
chr5	28100000	28199999	2	rect	blue-red
chr5	28200000	28299999	1	rect	blue-red
chr5	28300000	28399999	1	rect	blue-red
chr5	28600000	28699999	1	rect	blue-red
chr5	28700000	28799999	1	rect	blue-red
chr5	29100000	29199999	1	rect	blue-red
chr5	29800000	29899999	1	rect	blue-red
chr5	30400000	30499999	2	rect	blue-red
chr5	30800000	30899999	3	rect	blue-red
chr5	30900000	30999999	1	rect	blue-red
chr5	31000000	31099999	1	rect	blue-red
chr5	31200000	31299999	1	rect	blue-red
chr5	31600000	31699999	2	rect	blue-red
chr5	31800000	31899999	2	rect	blue-red
chr5	32200000	32299999	2	rect	blue-red
chr5	32400000	32499999	1	rect	blue-red
chr5	32700000	32799999	1	rect	blue-red
chr5	32800000	32899999	2	rect	blue-red
chr5	33000000	33099999	1	rect	blue-red
chr5	33100000	33199999	1	rect	blue-red
chr5	33200000	33299999	2	rect	blue-red
chr5	33300000	33399999	2	rect	blue-red
chr5	33400000	33499999	2	rect	blue-red
chr5	33500000	33599999	1	rect	blue-red
chr5	33700000	33799999	1	rect	blue-red
chr5	34300000	34399999	2	rect	blue-red
chr5	34400000	34499999	1	rect	blue-red
chr5	35100000	35199999	1	rect	blue-red
chr5	35300000	35399999	1	rect	blue-red
chr5	35500000	35599999	1	rect	blue-red
chr5	35600000	35699999	1	rect	blue-red
chr5	36300000	36399999	1	rect	blue-red
chr5	36400000	36499999	3	rect	blue-red
chr5	36700000	36799999	3	rect	blue-red
chr5	36800000	36899999	1	rect	blue-red
chr5	37000000	37099999	2	rect	blue-red
chr5	37100000	37199999	1	rect	blue-red
chr5	37200000	37299999	1	rect	blue-red
chr5	37300000	37399999	1	rect	blue-red
chr5	37500000	37599999	1	rect	blue-red
chr5	37600000	37699999	1	rect	blue-red
chr5	37700000	37799999	2	rect	blue-red
chr5	37800000	37899999	1	rect	blue-red
chr5	38000000	38099999	3	rect	blue-red
chr5	38100000	38199999	1	rect	blue-red
chr5	38400000	38499999	1	rect	blue-red
chr5	38600000	38699999	1	rect	blue-red
chr5	38800000	38899999	1	rect	blue-red
chr5	38900000	38999999	3	rect	blue-red
chr5	39600000	39699999	2	rect	blue-red
chr5	39700000	39799999	3	rect	blue-red
chr5	39800000	39899999	1	rect	blue-red
chr5	39900000	39999999	3	rect	blue-red
chr5	40000000	40099999	1	rect	blue-red
chr5	40200000	40299999	2	rect	blue-red
chr5	40300000	40399999	1	rect	blue-red
chr5	40500000	40599999	2	rect	blue-red
chr5	40600000	40699999	1	rect	blue-red
chr5	40700000	40799999	3	rect	blue-red
chr5	41000000	41099999	1	rect	blue-red
chr5	41100000	41199999	3	rect	blue-red
chr5	41300000	41399999	1	rect	blue-red
chr5	41500000	41599999	2	rect	blue-red
chr5	41600000	41699999	1	rect	blue-red
chr5	42000000	42099999	2	rect	blue-red
chr5	42100000	42199999	1	rect	blue-red
chr5	42300000	42399999	1	rect	blue-red
chr5	42500000	42599999	2	rect	blue-red
chr5	42900000	42999999	1	rect	blue-red
chr5	43000000	43099999	1	rect	blue-red
chr5	43300000	43399999	2	rect	blue-red
chr5	43400000	43499999	1	rect	blue-red
chr5	43500000	43599999	1	rect	blue-red
chr5	43600000	43699999	1	rect	blue-red
chr5	43800000	43899999	1	rect	blue-red
chr5	43900000	43999999	1	rect	blue-red
chr5	44100000	44199999	3	rect	blue-red
chr5	44200000	44299999	3	rect	blue-red
chr5	44300000	44399999	2	rect	blue-red
chr5	44400000	44499999	2	rect	blue-red
chr5	44500000	44599999	3	rect	blue-red
chr5	44600000	44699999	1	rect	blue-red
chr5	44700000	44799999	1	rect	blue-red
chr5	45000000	45099999	1	rect	blue-red
chr5	45100000	45199999	2	rect	blue-red
chr5	45300000	45399999	1	rect	blue-red
chr5	45700000	45799999	2	rect	blue-red
chr5	46000000	46099999	1	rect	blue-red
chr5	46200000	46299999	2	rect	blue-red
chr5	46300000	46399999	3	rect	blue-red
chr5	46400000	46499999	1	rect	blue-red
chr5	46500000	46599999	2	rect	blue-red
chr5	46600000	46699999	1	rect	blue-red
chr5	46800000	46899999	1	rect	blue-red
chr5	46900000	46999999	1	rect	blue-red
chr5	47000000	47099999	1	rect	blue-red
chr5	47300000	47399999	1	rect	blue-red
chr5	47700000	47799999	2	rect	blue-red
chr5	47800000	47899999	1	rect	blue-red
chr5	47900000	47999999	2	rect	blue-red
chr5	48300000	48399999	1	rect	blue-red
chr5	48400000	48499999	2	rect	blue-red
chr5	48500000	48599999	2	rect	blue-red
chr5	48600000	48699999	1	rect	blue-red
chr5	48700000	48799999	3	rect	blue-red
chr5	48800000	48899999	1	rect	blue-red
chr5	48900000	48999999	2	rect	blue-red
chr5	49200000	49299999	3	rect	blue-red
chr6	200000	299999	1	rect	blue-red
chr6	300000	399999	2	rect	blue-red
chr6	400000	499999	2	rect	blue-red
chr6	500000	599999	1	rect	blue-red
chr6	600000	699999	1	rect	blue-red
chr6	700000	799999	1	rect	blue-red
chr6	800000	899999	1	rect	blue-red
chr6	1100000	1199999	1	rect	blue-red
chr6	1300000	1399999	1	rect	blue-red
chr6	1400000	1499999	1	rect	blue-red
chr6	1500000	1599999	1	rect	blue-red
chr6	1800000	1899999	1	rect	blue-red
chr6	1900000	1999999	4	rect	blue-red
chr6	2000000	2099999	2	rect	blue-red
chr6	2100000	2199999	1	rect	blue-red
chr6	2200000	2299999	6	rect	blue-red
chr6	2300000	2399999	1	rect	blue-red
chr6	2400000	2499999	1	rect	blue-red
chr6	2500000	2599999	2	rect	blue-red
chr6	2600000	2699999	2	rect	blue-red
chr6	2800000	2899999	1	rect	blue-red
chr6	3200000	3299999	2	rect	blue-red
chr6	3400000	3499999	1	rect	blue-red
chr6	3600000	3699999	2	rect	blue-red
chr6	3800000	3899999	1	rect	blue-red
chr6	4000000	4099999	1	rect	blue-red
chr6	4100000	4199999	3	rect	blue-red
chr6	4200000	4299999	2	rect	blue-red
chr6	4400000	4499999	3	rect	blue-red
chr6	4500000	4599999	1	rect	blue-red
chr6	4600000	4699999	1	rect	blue-red
chr6	5200000	5299999	3	rect	blue-red
chr6	5300000	5399999	2	rect	blue-red
chr6	5500000	5599999	4	rect	blue-red
chr6	5600000	5699999	1	rect	blue-red
chr6	5700000	5799999	2	rect	blue-red
chr6	6200000	6299999	5	rect	blue-red
chr6	6300000	6399999	1	rect	blue-red
chr6	6400000	6499999	3	rect	blue-red
chr6	6800000	6899999	1	rect	blue-red
chr6	7000000	7099999	2	rect	blue-red
chr6	7200000	7299999	2	rect	blue-red
chr6	7300000	7399999	5	rect	blue-red
chr6	7400000	7499999	1	rect	blue-red
chr6	7700000	7799999	1	rect	blue-red
chr6	7800000	7899999	1	rect	blue-red
chr6	7900000	7999999	1	rect	blue-red
chr6	8200000	8299999	1	rect	blue-red
chr6	8400000	8499999	3	rect	blue-red
chr6	8500000	8599999	1	rect	blue-red
chr6	8700000	8799999	2	rect	blue-red
chr6	8900000	8999999	1	rect	blue-red
chr6	9000000	9099999	3	rect	blue-red
chr6	9300000	9399999	1	rect	blue-red
chr6	9400000	9499999	2	rect	blue-red
chr6	9500000	9599999	1	rect	blue-red
chr6	9600000	9699999	4	rect	blue-red
chr6	9700000	9799999	1	rect	blue-red
chr6	9800000	9899999	2	rect	blue-red
chr6	9900000	9999999	2	rect	blue-red
chr6	10100000	10199999	1	rect	blue-red
chr6	10400000	10499999	2	rect	blue-red
chr6	10500000	10599999	1	rect	blue-red
chr6	10700000	10799999	1	rect	blue-red
chr6	10800000	10899999	2	rect	blue-red
chr6	10900000	10999999	1	rect	blue-red
chr6	11000000	11099999	1	rect	blue-red
chr6	11200000	11299999	1	rect	blue-red
chr6	11500000	11599999	2	rect	blue-red
chr6	11600000	11699999	2	rect	blue-red
chr6	11700000	11799999	3	rect	blue-red
chr6	11800000	11899999	1	rect	blue-red
chr6	12000000	12099999	1	rect	blue-red
chr6	12100000	12199999	1	rect	blue-red
chr6	12200000	12299999	1	rect	blue-red
chr6	12500000	12599999	1	rect	blue-red
chr6	12600000	12699999	1	rect	blue-red
chr6	12700000	12799999	4	rect	blue-red
chr6	12800000	12899999	2	rect	blue-red
chr6	13200000	13299999	1	rect	blue-red
chr6	13400000	13499999	1	rect	blue-red
chr6	13500000	13599999	2	rect	blue-red
chr6	13600000	13699999	1	rect	blue-red
chr6	13800000	13899999	4	rect	blue-red
chr6	14000000	14099999	3	rect	blue-red
chr6	14100000	14199999	2	rect	blue-red
chr6	14300000	14399999	4	rect	blue-red
chr6	14500000	14599999	1	rect	blue-red
chr6	15000000	15099999	2	rect	blue-red
chr6	15200000	15299999	2	rect	blue-red
chr6	15400000	15499999	4	rect	blue-red
chr6	15800000	15899999	2	rect	blue-red
chr6	16600000	16699999	1	rect	blue-red
chr6	16700000	16799999	1	rect	blue-red
chr6	16900000	16999999	1	rect	blue-red
chr6	17000000	17099999	3	rect	blue-red
chr6	17200000	17299999	2	rect	blue-red
chr6	17300000	17399999	3	rect	blue-red
chr6	17400000	17499999	2	rect	blue-red
chr6	17500000	17599999	1	rect	blue-red
chr6	17600000	17699999	1	rect	blue-red
chr6	17700000	17799999	3	rect	blue-red
chr6	17800000	17899999	3	rect	blue-red
chr6	17900000	17999999	3	rect	blue-red
chr6	18000000	18099999	2	rect	blue-red
chr6	18100000	18199999	3	rect	blue-red
chr6	18200000	18299999	3	rect	blue-red
chr6	18400000	18499999	1	rect	blue-red
chr6	18500000	18599999	2	rect	blue-red
chr6	18600000	18699999	1	rect	blue-red
chr6	18700000	18799999	1	rect	blue-red
chr6	18800000	18899999	2	rect	blue-red
chr6	19000000	19099999	1	rect	blue-red
chr6	19100000	19199999	3	rect	blue-red
chr6	19200000	19299999	1	rect	blue-red
chr6	19300000	19399999	1	rect	blue-red
chr6	19500000	19599999	1	rect	blue-red
chr6	19600000	19699999	2	rect	blue-red
chr6	19700000	19799999	1	rect	blue-red
chr6	19800000	19899999	4	rect	blue-red
chr6	19900000	19999999	1	rect	blue-red
chr6	20100000	20199999	1	rect	blue-red
chr6	20300000	20399999	1	rect	blue-red
chr6	20400000	20499999	1	rect	blue-red
chr6	20500000	20599999	1	rect	blue-red
chr6	20600000	20699999	2	rect	blue-red
chr6	20900000	20999999	1	rect	blue-red
chr6	21000000	21099999	1	rect	blue-red
chr6	21300000	21399999	3	rect	blue-red
chr6	21500000	21599999	1	rect	blue-red
chr6	21700000	21799999	1	rect	blue-red
chr6	21900000	21999999	1	rect	blue-red
chr6	22400000	22499999	2	rect	blue-red
chr6	22900000	22999999	1	rect	blue-red
chr6	23100000	23199999	1	rect	blue-red
chr6	23300000	23399999	2	rect	blue-red
chr6	23400000	23499999	2	rect	blue-red
chr7	0	99999	1	rect	blue-red
chr7	100000	199999	2	rect	blue-red
chr7	300000	399999	1	rect	blue-red
chr7	400000	499999	1	rect	blue-red
chr7	500000	599999	3	rect	blue-red
chr7	700000	799999	1	rect	blue-red
chr7	800000	899999	1	rect	blue-red
chr7	1300000	1399999	1	rect	blue-red
chr7	1400000	1499999	1	rect	blue-red
chr7	1600000	1699999	1	rect	blue-red
chr7	1800000	1899999	2	rect	blue-red
chr7	1900000	1999999	1	rect	blue-red
chr7	2100000	2199999	1	rect	blue-red
chr7	2300000	2399999	2	rect	blue-red
chr7	2400000	2499999	1	rect	blue-red
chr7	2900000	2999999	1	rect	blue-red
chr7	3000000	3099999	1	rect	blue-red
chr7	3200000	3299999	2	rect	blue-red
chr7	3400000	3499999	1	rect	blue-red
chr7	3500000	3599999	1	rect	blue-red
chr7	3900000	3999999	1	rect	blue-red
chr7	4100000	4199999	1	rect	blue-red
chr7	4500000	4599999	1	rect	blue-red
chr7	4600000	4699999	1	rect	blue-red
chr7	5000000	5099999	1	rect	blue-red
chr7	5100000	5199999	1	rect	blue-red
chr7	5200000	5299999	1	rect	blue-red
chr7	5300000	5399999	3	rect	blue-red
chr7	5400000	5499999	1	rect	blue-red
chr7	5600000	5699999	3	rect	blue-red
chr7	6000000	6099999	1	rect	blue-red
chr7	6100000	6199999	4	rect	blue-red
chr7	6400000	6499999	1	rect	blue-red
chr7	6500000	6599999	1	rect	blue-red
chr7	6600000	6699999	1	rect	blue-red
chr7	6700000	6799999	1	rect	blue-red
chr7	6900000	6999999	2	rect	blue-red
chr7	7200000	7299999	1	rect	blue-red
chr7	7300000	7399999	2	rect	blue-red
chr7	7700000	7799999	2	rect	blue-red
chr7	7900000	7999999	1	rect	blue-red
chr7	8000000	8099999	1	rect	blue-red
chr7	8100000	8199999	2	rect	blue-red
chr7	8400000	8499999	1	rect	blue-red
chr7	8700000	8799999	1	rect	blue-red
chr7	9300000	9399999	1	rect	blue-red
chr7	9400000	9499999	1	rect	blue-red
chr7	9500000	9599999	1	rect	blue-red
chr7	9600000	9699999	1	rect	blue-red
chr7	9700000	9799999	1	rect	blue-red
chr7	9800000	9899999	1	rect	blue-red
chr7	9900000	9999999	1	rect	blue-red
chr7	10100000	10199999	1	rect	blue-red
chr7	10500000	10599999	1	rect	blue-red
chr7	11200000	11299999	1	rect	blue-red
chr7	11300000	11399999	2	rect	blue-red
chr7	11400000	11499999	1	rect	blue-red
chr7	11700000	11799999	1	rect	blue-red
chr7	12200000	12299999	1	rect	blue-red
chr7	12600000	12699999	1	rect	blue-red
chr7	12700000	12799999	1	rect	blue-red
chr7	12800000	12899999	2	rect	blue-red
chr7	13000000	13099999	1	rect	blue-red
chr7	13300000	13399999	1	rect	blue-red
chr7	13400000	13499999	2	rect	blue-red
chr7	13500000	13599999	1	rect	blue-red
chr7	13600000	13699999	2	rect	blue-red
chr7	13700000	13799999	2	rect	blue-red
chr7	13800000	13899999	1	rect	blue-red
chr7	14200000	14299999	1	rect	blue-red
chr7	14400000	14499999	1	rect	blue-red
chr7	14500000	14599999	2	rect	blue-red
chr7	14600000	14699999	2	rect	blue-red
chr7	14900000	14999999	1	rect	blue-red
chr7	15000000	15099999	1	rect	blue-red
chr7	15100000	15199999	2	rect	blue-red
chr7	15200000	15299999	2	rect	blue-red
chr7	15300000	15399999	1	rect	blue-red
chr7	15500000	15599999	1	rect	blue-red
chr7	15700000	15799999	1	rect	blue-red
chr7	15800000	15899999	1	rect	blue-red
chr7	16000000	16099999	1	rect	blue-red
chr7	16100000	16199999	1	rect	blue-red
chr7	16200000	16299999	1	rect	blue-red
chr7	16500000	16599999	1	rect	blue-red
chr7	16600000	16699999	1	rect	blue-red
chr7	16700000	16799999	3	rect	blue-red
chr7	16800000	16899999	2	rect	blue-red
chr7	17200000	17299999	2	rect	blue-red
chr7	17300000	17399999	1	rect	blue-red
chr7	17400000	17499999	2	rect	blue-red
chr7	17500000	17599999	1	rect	blue-red
chr7	17800000	17899999	2	rect	blue-red
chr7	18000000	18099999	2	rect	blue-red
chr7	18100000	18199999	2	rect	blue-red
chr7	18200000	18299999	1	rect	blue-red
chr7	18400000	18499999	1	rect	blue-red
chr7	18500000	18599999	1	rect	blue-red
chr7	18700000	18799999	1	rect	blue-red
chr7	19200000	19299999	1	rect	blue-red
chr7	19300000	19399999	1	rect	blue-red
chr7	19400000	19499999	1	rect	blue-red
chr7	19600000	19699999	1	rect	blue-red
chr7	19800000	19899999	3	rect	blue-red
chr7	19900000	19999999	2	rect	blue-red
chr7	20000000	20099999	1	rect	blue-red
chr7	20100000	20199999	2	rect	blue-red
chr7	20300000	20399999	2	rect	blue-red
chr7	20700000	20799999	1	rect	blue-red
chr7	20800000	20899999	2	rect	blue-red
chr7	21000000	21099999	1	rect	blue-red
chr7	21400000	21499999	1	rect	blue-red
chr7	21500000	21599999	2	rect	blue-red
chr7	21900000	21999999	1	rect	blue-red
chr7	22000000	22099999	1	rect	blue-red
chr7	22200000	22299999	1	rect	blue-red
chr8	1100000	1199999	2	rect	blue-red
chr8	1200000	1299999	2	rect	blue-red
chr8	1800000	1899999	3	rect	blue-red
chr8	1900000	1999999	1	rect	blue-red
chr8	2000000	2099999	2	rect	blue-red
chr8	2200000	2299999	1	rect	blue-red
chr8	2300000	2399999	1	rect	blue-red
chr8	2400000	2499999	2	rect	blue-red
chr8	2500000	2599999	2	rect	blue-red
chr8	2600000	2699999	1	rect	blue-red
chr8	2700000	2799999	1	rect	blue-red
chr8	2900000	2999999	1	rect	blue-red
chr8	3200000	3299999	1	rect	blue-red
chr8	3600000	3699999	1	rect	blue-red
chr8	3900000	3999999	1	rect	blue-red
chr8	4100000	4199999	2	rect	blue-red
chr8	4200000	4299999	1	rect	blue-red
chr8	4500000	4599999	1	rect	blue-red
chr8	4600000	4699999	3	rect	blue-red
chr8	5100000	5199999	1	rect	blue-red
chr8	5200000	5299999	1	rect	blue-red
chr8	5300000	5399999	1	rect	blue-red
chr8	5400000	5499999	1	rect	blue-red
chr8	5700000	5799999	2	rect	blue-red
chr8	5900000	5999999	2	rect	blue-red
chr8	6100000	6199999	1	rect	blue-red
chr8	6200000	6299999	2	rect	blue-red
chr8	6300000	6399999	2	rect	blue-red
chr8	6400000	6499999	1	rect	blue-red
chr8	6500000	6599999	1	rect	blue-red
chr8	6600000	6699999	1	rect	blue-red
chr8	6700000	6799999	1	rect	blue-red
chr8	6900000	6999999	1	rect	blue-red
chr8	7000000	7099999	1	rect	blue-red
chr8	7100000	7199999	1	rect	blue-red
chr8	7400000	7499999	2	rect	blue-red
chr8	7500000	7599999	1	rect	blue-red
chr8	7700000	7799999	1	rect	blue-red
chr8	7800000	7899999	1	rect	blue-red
chr8	8300000	8399999	1	rect	blue-red
chr8	8400000	8499999	1	rect	blue-red
chr8	8600000	8699999	1	rect	blue-red
chr8	8700000	8799999	1	rect	blue-red
chr8	8800000	8899999	1	rect	blue-red
chr8	8900000	8999999	2	rect	blue-red
chr8	9200000	9299999	2	rect	blue-red
chr8	9600000	9699999	1	rect	blue-red
chr8	10000000	10099999	1	rect	blue-red
chr8	10100000	10199999	1	rect	blue-red
chr8	10200000	10299999	2	rect	blue-red
chr8	11100000	11199999	1	rect	blue-red
chr8	11300000	11399999	1	rect	blue-red
chr8	11600000	11699999	3	rect	blue-red
chr8	11800000	11899999	1	rect	blue-red
chr8	12400000	12499999	1	rect	blue-red
chr8	12800000	12899999	1	rect	blue-red
chr8	13000000	13099999	1	rect	blue-red
chr8	13100000	13199999	3	rect	blue-red
chr8	13400000	13499999	1	rect	blue-red
chr8	14300000	14399999	1	rect	blue-red
chr8	14600000	14699999	2	rect	blue-red
chr8	14800000	14899999	2	rect	blue-red
chr8	15000000	15099999	1	rect	blue-red
chr8	15100000	15199999	2	rect	blue-red
chr8	15400000	15499999	1	rect	blue-red
chr8	15500000	15599999	4	rect	blue-red
chr8	15600000	15699999	1	rect	blue-red
chr8	15900000	15999999	1	rect	blue-red
chr8	16000000	16099999	1	rect	blue-red
chr8	16100000	16199999	1	rect	blue-red
chr8	16200000	16299999	1	rect	blue-red
chr8	16300000	16399999	1	rect	blue-red
chr8	16700000	16799999	3	rect	blue-red
chr8	17700000	17799999	1	rect	blue-red
chr8	17800000	17899999	1	rect	blue-red
chr8	17900000	17999999	1	rect	blue-red
chr8	18200000	18299999	3	rect	blue-red
chr8	18500000	18599999	1	rect	blue-red
chr8	18800000	18899999	1	rect	blue-red
chr8	18900000	18999999	1	rect	blue-red
