# Constructed from biom file
#OTU ID	DS-RE-1	DS-RE-2	DS-RE-3	DS-RE-4	DS-RE-5	DS-RE-6	DS-RL-1	DS-RL-2	DS-RL-3	DS-RL-4	DS-RL-5	DS-RL-6	DS-RS-1	DS-RS-2	DS-RS-3	DS-RS-4	DS-RS-5	DS-RS-6	SB-RE-1	SB-RE-2	SB-RE-3	SB-RE-4	SB-RE-5	SB-RE-6	SB-RL-1	SB-RL-2	SB-RL-3	SB-RL-4	SB-RL-5	SB-RL-6	SB-RS-1	SB-RS-2	SB-RS-3	SB-RS-4	SB-RS-5	SB-RS-6	taxonomy
OTU173	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	d__Bacteria; p__Lentisphaerae; c__Lentisphaerae RFP12 gut group; o__norank; f__norank; g__norank; s__uncultured rumen bacterium
OTU174	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	3.0	1.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	1.0	8.0	5.0	3.0	1.0	2.0	2.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-010; s__uncultured rumen bacterium
OTU175	27.0	45.0	12.0	1.0	4.0	15.0	95.0	692.0	1734.0	1.0	427.0	230.0	18.0	613.0	201.0	3.0	70.0	970.0	162.0	36.0	8.0	63.0	7.0	0.0	1729.0	159.0	19.0	2920.0	335.0	5.0	210.0	38.0	4.0	1111.0	180.0	5.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured rumen bacterium
OTU176	2.0	1.0	1.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	1.0	6.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae
OTU178	73.0	3.0	0.0	2.0	1.0	0.0	23.0	0.0	2.0	1.0	3.0	0.0	120.0	1.0	1.0	0.0	0.0	1.0	0.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae UCG-001; s__uncultured rumen bacterium
OTU179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured bacterium
OTU180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__dgA-11 gut group; s__uncultured rumen bacterium
OTU181	141.0	290.0	703.0	439.0	213.0	435.0	9.0	5.0	6.0	7.0	9.0	11.0	13.0	3.0	7.0	1.0	36.0	8.0	2843.0	137.0	630.0	488.0	374.0	611.0	27.0	5.0	6.0	18.0	14.0	10.0	15.0	7.0	9.0	16.0	16.0	8.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae UCG-008; s__uncultured rumen bacterium
OTU182	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured; s__uncultured rumen bacterium
OTU183	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__[Eubacterium] nodatum group; s__uncultured bacterium
OTU184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella
OTU185	54.0	49.0	5.0	2.0	0.0	6.0	29.0	42.0	72.0	6.0	21.0	16.0	16.0	16.0	43.0	29.0	21.0	56.0	14.0	1.0	4.0	37.0	50.0	0.0	17.0	4.0	2.0	446.0	24.0	7.0	23.0	15.0	7.0	660.0	7.0	7.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
OTU186	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-010; s__uncultured bacterium
OTU187	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	d__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae UCG-004; s__uncultured rumen bacterium
OTU188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU189	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae
OTU190	13.0	12.0	2.0	2.0	1.0	0.0	8.0	18.0	7.0	10.0	7.0	8.0	19.0	11.0	42.0	39.0	16.0	14.0	1.0	0.0	0.0	2.0	0.0	0.0	17.0	6.0	6.0	1.0	2.0	5.0	17.0	16.0	8.0	4.0	3.0	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured rumen bacterium
OTU191	4.0	1.0	0.0	2.0	0.0	0.0	32.0	35.0	6.0	13.0	13.0	4.0	44.0	10.0	3.0	7.0	11.0	32.0	6.0	0.0	1.0	0.0	1.0	0.0	6.0	1.0	0.0	3.0	13.0	1.0	7.0	6.0	1.0	2.0	8.0	3.0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__uncultured rumen bacterium
OTU192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus thermoamylovorans
OTU193	1.0	1.0	2.0	0.0	1.0	0.0	7.0	8.0	9.0	10.0	7.0	6.0	7.0	6.0	26.0	9.0	16.0	3.0	5.0	2.0	3.0	0.0	0.0	0.0	8.0	2.0	12.0	4.0	3.0	10.0	17.0	10.0	7.0	0.0	5.0	10.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__Anaerovorax
OTU194	0.0	2.0	0.0	0.0	0.0	0.0	2.0	4.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	7.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	7.0	5.0	0.0	2.0	19.0	1.0	19.0	7.0	4.0	4.0	18.0	10.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Acetitomaculum; s__uncultured rumen bacterium
OTU195	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	3.0	7.0	0.0	7.0	42.0	22.0	7.0	0.0	0.0	1.0	8.0	2.0	9.0	0.0	0.0	2.0	15.0	0.0	206.0	4.0	0.0	13.0	57.0	0.0	186.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae NK3A20 group
OTU196	5.0	3.0	0.0	0.0	6.0	0.0	14.0	1.0	0.0	0.0	48.0	0.0	2.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae UCG-003; s__uncultured rumen bacterium
OTU197	14.0	17.0	23.0	27.0	20.0	7.0	1.0	2.0	4.0	0.0	0.0	0.0	5.0	1.0	1.0	3.0	0.0	1.0	13.0	23.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	4.0	4.0	1.0	3.0	1.0	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__uncultured bacterium
OTU198	17.0	7.0	6.0	2.0	5.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	6.0	105.0	40.0	6.0	4.0	43.0	3.0	1.0	1.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	2.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__uncultured; s__uncultured bacterium
OTU200	17.0	10.0	3.0	3.0	5.0	0.0	10.0	24.0	24.0	24.0	13.0	33.0	10.0	13.0	53.0	35.0	65.0	37.0	19.0	8.0	8.0	3.0	4.0	0.0	40.0	23.0	18.0	22.0	10.0	16.0	80.0	92.0	50.0	46.0	27.0	22.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured bacterium
OTU201	27.0	12.0	19.0	10.0	4.0	17.0	17.0	35.0	93.0	160.0	34.0	330.0	12.0	8.0	133.0	155.0	26.0	89.0	94.0	13.0	47.0	7.0	18.0	11.0	70.0	27.0	56.0	18.0	85.0	253.0	351.0	45.0	94.0	88.0	58.0	67.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio 2; s__Butyrivibrio proteoclasticus B316
OTU202	5.0	0.0	0.0	0.0	0.0	3.0	89.0	13.0	18.0	82.0	5.0	74.0	7.0	4.0	9.0	19.0	1.0	16.0	5.0	1.0	0.0	1.0	0.0	2.0	45.0	14.0	0.0	54.0	6.0	90.0	6.0	9.0	0.0	7.0	1.0	10.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured rumen bacterium
OTU203	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured rumen bacterium
OTU204	0.0	1.0	1.0	0.0	0.0	0.0	2.0	14.0	18.0	2.0	2.0	5.0	4.0	18.0	26.0	6.0	11.0	4.0	5.0	0.0	2.0	1.0	0.0	0.0	14.0	0.0	3.0	1.0	4.0	3.0	21.0	0.0	5.0	0.0	9.0	5.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__Family XIII AD3011 group; s__uncultured Eubacteriaceae bacterium
OTU205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus 1
OTU206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-014; s__uncultured bacterium
OTU207	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	7.0	16.0	3.0	1.0	4.0	26.0	20.0	38.0	5.0	0.0	2.0	1.0	0.0	0.0	7.0	0.0	7.0	13.0	2.0	7.0	4.0	6.0	22.0	12.0	12.0	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium] coprostanoligenes group; s__uncultured rumen bacterium
OTU208	8.0	1.0	0.0	4.0	10.0	0.0	13.0	0.0	7.0	93.0	700.0	0.0	15.0	0.0	3.0	88.0	139.0	0.0	19.0	7.0	2.0	0.0	0.0	0.0	77.0	16.0	6.0	7.0	2.0	7.0	14.0	10.0	2.0	8.0	1.0	11.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured bacterium
OTU209	2.0	4.0	1.0	0.0	0.0	0.0	2.0	9.0	6.0	5.0	4.0	3.0	8.0	5.0	5.0	5.0	6.0	4.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	5.0	1.0	9.0	6.0	1.0	4.0	7.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Syntrophococcus
OTU210	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	13.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia
OTU211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Synergistes; s__Synergistes jonesii
OTU212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae RC9 gut group; s__uncultured bacterium
OTU213	2.0	9.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	5.0	8.0	0.0	7.0	91.0	0.0	8.0	28.0	0.0	22.0	0.0	3.0	1.0	1.0	0.0	29.0	2.0	0.0	1.0	2.0	0.0	23.0	3.0	1.0	2.0	11.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__U29-B03; s__uncultured rumen bacterium
OTU214	8.0	6.0	1.0	1.0	1.0	12.0	1.0	6.0	7.0	3.0	1.0	2.0	3.0	3.0	3.0	2.0	5.0	5.0	7.0	1.0	10.0	1.0	2.0	7.0	7.0	0.0	0.0	0.0	4.0	6.0	2.0	3.0	0.0	1.0	5.0	7.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae R-7 group; s__uncultured rumen bacterium
OTU215	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__uncultured
OTU216	1.0	1.0	0.0	1.0	0.0	0.0	7.0	31.0	10.0	14.0	4.0	8.0	14.0	26.0	26.0	82.0	17.0	27.0	2.0	1.0	1.0	2.0	0.0	0.0	12.0	2.0	3.0	4.0	19.0	5.0	24.0	33.0	8.0	5.0	40.0	30.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus] gauvreauii group
OTU217	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Syntrophococcus
OTU218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
OTU219	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Clostridium sp. SY8519
OTU220	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	1.0	0.0	0.0	0.0	275.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured bacterium
OTU221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Thalassospira; s__uncultured rumen bacterium
OTU222	7.0	18.0	1.0	7.0	3.0	4.0	10.0	41.0	19.0	16.0	11.0	32.0	33.0	48.0	31.0	38.0	39.0	50.0	46.0	2.0	10.0	9.0	1.0	9.0	19.0	10.0	7.0	6.0	2.0	18.0	55.0	52.0	18.0	8.0	32.0	51.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-004; s__uncultured rumen bacterium
OTU223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	d__Bacteria; p__Proteobacteria; c__TA18; o__norank; f__norank; g__norank
OTU224	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Spirochaetae; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema 2; s__uncultured Treponema sp.
OTU225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	11.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae V9D2013 group
OTU226	5.0	4.0	0.0	0.0	0.0	0.0	25.0	41.0	2.0	7.0	0.0	0.0	30.0	19.0	4.0	13.0	0.0	0.0	1.0	3.0	2.0	0.0	1.0	0.0	0.0	3.0	9.0	0.0	9.0	0.0	2.0	18.0	1.0	0.0	11.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium] hallii group; s__uncultured rumen bacterium
OTU227	3.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	5.0	2.0	1.0	6.0	6.0	1.0	1.0	8.0	11.0	10.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	5.0	3.0	3.0	11.0	6.0	6.0	3.0	5.0	3.0	10.0	5.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__Family XIII AD3011 group; s__uncultured rumen bacterium
OTU228	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	7.0	6.0	8.0	1.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	50.0	3.0	0.0	20.0	0.0	0.0	367.0	6.0	1.0	170.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae UCG-001; s__uncultured rumen bacterium
OTU229	16.0	1.0	0.0	13.0	8.0	52.0	12.0	0.0	0.0	0.0	2.0	1.0	70.0	0.0	0.0	0.0	15.0	0.0	10.0	1.0	8.0	25.0	7.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae UCG-014; s__unidentified
OTU230	2.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	16.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	13.0	5.0	4.0	2.0	d__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Pyramidobacter; s__uncultured rumen bacterium
OTU231	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	35.0	0.0	11.0	3.0	1.0	0.0	26.0	7.0	27.0	1.0	d__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Fretibacterium; s__uncultured bacterium
OTU232	0.0	3.0	0.0	5.0	0.0	0.0	0.0	17.0	0.0	89.0	0.0	0.0	0.0	70.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella 1; s__uncultured bacterium
OTU233	1.0	10.0	0.0	0.0	1.0	0.0	8.0	8.0	2.0	4.0	3.0	26.0	9.0	14.0	5.0	9.0	2.0	41.0	2.0	1.0	2.0	2.0	0.0	0.0	1.0	3.0	3.0	4.0	9.0	2.0	3.0	2.0	8.0	2.0	14.0	2.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae R-7 group; s__uncultured bacterium
OTU234	10.0	7.0	4.0	2.0	3.0	1.0	138.0	103.0	99.0	17.0	44.0	5.0	112.0	32.0	26.0	18.0	71.0	50.0	17.0	6.0	6.0	2.0	1.0	1.0	113.0	21.0	45.0	55.0	47.0	79.0	35.0	65.0	117.0	186.0	86.0	54.0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Veillonellaceae UCG-001; s__uncultured bacterium
OTU235	89.0	211.0	896.0	257.0	169.0	470.0	0.0	5.0	0.0	1.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	274.0	144.0	101.0	379.0	233.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__[Eubacterium] nodatum group; s__uncultured rumen bacterium
